miniseconds,velocity
0,0.24358263354000004
1,0.48716523131000444
2,0.7307477217700431
3,0.9743300333802403
4,1.217912094600899
5,1.4614938338925847
6,1.7050751797162096
7,1.948656060533117
8,2.192236404805164
9,2.435816140994808
10,2.679395197565188
11,2.92297350298021
12,3.1665509857046317
13,3.410127574204145
14,3.653703196945461
15,3.897277782396394
16,4.140851259025946
17,4.384423555304387
18,4.627994599703347
19,4.871564320695891
20,5.11513264675661
21,5.358699506361699
22,5.602264827989046
23,5.8458285401183145
24,6.089390571231027
25,6.332950849810648
26,6.57650930434267
27,6.820065863314696
28,7.063620455216525
29,7.307173008540236
30,7.550723451780267
31,7.794271713433507
32,8.037817721999374
33,8.2813614059799
34,8.524902693879822
35,8.768441514206648
36,9.011977795470765
37,9.255511466185503
38,9.499042454867228
39,9.742570690035425
40,9.986096100212782
41,10.229618613925274
42,10.473138159702243
43,10.716654666076487
44,10.960168061584342
45,11.203678274765766
46,11.447185234164417
47,11.690688868327753
48,11.934189105807095
49,12.177685875157728
50,12.421179104938975
51,12.664668723714284
52,12.908154660051308
53,13.151636842521999
54,13.39511519970268
55,13.638589660174137
56,13.882060152521694
57,14.125526605335308
58,14.368988947209646
59,14.612447106744165
60,14.855901012543207
61,15.09935059321607
62,15.342795777377102
63,15.58623649364578
64,15.829672670646788
65,16.073104237010117
66,16.316531121371135
67,16.559953252370665
68,16.803370558655086
69,17.046782968876407
70,17.290190411692354
71,17.53359281576644
72,17.77699010976808
73,18.02038222237263
74,18.263769082261515
75,18.50715061812228
76,18.750526758648693
77,18.99389743254082
78,19.237262568505106
79,19.48062209525446
80,19.72397594150835
81,19.967324035992867
82,20.210666307440825
83,20.45400268459184
84,20.697333096192395
85,20.940657470995962
86,21.18397573776305
87,21.4272878252613
88,21.670593662265574
89,21.91389317755803
90,22.157186299928213
91,22.400472958173125
92,22.64375308109733
93,22.887026597513014
94,23.130293436240084
95,23.373553526106246
96,23.616806795947085
97,23.860053174606154
98,24.103292590935045
99,24.346524973793496
100,24.589750252049456
101,24.832968354579158
102,25.076179210267227
103,25.319382748006745
104,25.56257889669935
105,25.805767585255303
106,26.048948742593574
107,26.29212229764193
108,26.53528817933702
109,26.77844631662445
110,27.021596638458867
111,27.264739073804048
112,27.507873551632986
113,27.751000000927952
114,27.9941183506806
115,28.237228529892043
116,28.48033046757293
117,28.723424092743535
118,28.966509334433834
119,29.2095861216836
120,29.452654383542463
121,29.695714049070016
122,29.93876504733589
123,30.181807307419827
124,30.424840758411776
125,30.66786532941196
126,30.91088094953098
127,31.153887547889884
128,31.396885053620238
129,31.639873395864235
130,31.882852503774757
131,32.12582230651547
132,32.36878273326088
133,32.61173371319646
134,32.8546751755187
135,33.0976070494352
136,33.34052926416472
137,33.58344174893735
138,33.82634443299446
139,34.06923724558892
140,34.31212011598509
141,34.55499297345892
142,34.79785574729806
143,35.04070836680191
144,35.283550761281724
145,35.52638286006068
146,35.76920459247396
147,36.01201588786886
148,36.25481667560482
149,36.49760688505355
150,36.74038644559909
151,36.98315528663791
152,37.22591333757897
153,37.46866052784382
154,37.71139678686665
155,37.95412204409443
156,38.19683622898693
157,38.43953927101685
158,38.68223109966985
159,38.92439259246949
160,39.16562556440707
161,39.40593350541267
162,39.645319892842586
163,39.88378819152045
164,40.121341853778155
165,40.357984319496765
166,40.5937190161473
167,40.82854935883136
168,41.062478750321766
169,41.295510581102974
170,41.527648229411454
171,41.758895061276014
172,41.98925443055791
173,42.218729678990925
174,42.44732413622137
175,42.67504111984791
176,42.901883935461356
177,43.12785587668433
178,43.352960225210815
179,43.577200250845635
180,43.8005792115438
181,44.02310035344977
182,44.24476691093665
183,44.46558210664519
184,44.68554915152281
185,44.90467124486239
186,45.122951574341094
187,45.34039331605897
188,45.556999634577544
189,45.77277368295827
190,45.98771860280086
191,46.201837524281565
192,46.415133566191315
193,46.62760983597378
194,46.839269429763306
195,47.050115432422785
196,47.260150917581406
197,47.46937894767227
198,47.677802573969984
199,47.88542483662811
200,48.09224876471648
201,48.29827737625846
202,48.50351367826812
203,48.707960666787265
204,48.91162132692237
205,49.11449863288146
206,49.31659554801083
207,49.51791502483174
208,49.718460005076885
209,49.918233419726924
210,50.11723818904681
211,50.315477222621986
212,50.51295341939462
213,50.7096696676996
214,50.90562884530051
215,51.10083381942546
216,51.295287446802874
217,51.48899257369712
218,51.681952035944065
219,51.874168658986555
220,52.06564525790975
221,52.256396955922355
222,52.446434389787115
223,52.63576527016137
224,52.82439716804903
225,53.012337518318695
226,53.1995936231086
227,53.386172655122785
228,53.57208166082275
229,53.75732756351858
230,53.9419171663634
231,54.12585715525482
232,54.3091541016469
233,54.491814465275944
234,54.67384459680343
235,54.85525074037896
236,55.03603903612635
237,55.21621552255556
238,55.395786138903134
239,55.574756727403845
240,55.753133035495836
241,55.93092071796174
242,56.10812533900801
243,56.2847523742846
244,56.46080721284709
245,56.636295159063245
246,56.811221434465956
247,56.98559117955434
248,57.15940945554477
249,57.33268124607356
250,57.50541145885292
251,57.67760492728169
252,57.84926641201242
253,58.02040060247619
254,58.191012118366594
255,58.36110551108417
256,58.530685265142544
257,58.69975579953766
258,58.868321469081046
259,59.03638656569849
260,59.20395531969509
261,59.37103190098768
262,59.53762042030588
263,59.70372493036247
264,59.86934942699428
265,60.034497850274256
266,60.19917408559584
267,60.36338196473034
268,60.527125266858086
269,60.69040771957434
270,60.8532329998705
271,61.015604735091486
272,61.17752650386991
273,61.33900183703784
274,61.500034218516625
275,61.66062708618562
276,61.82078383273031
277,61.9805078064704
278,62.13980231216858
279,62.29867061182033
280,62.45711592542548
281,62.615141431741925
282,62.77275026902204
283,62.929945535732266
284,63.08673029125635
285,63.24310755658267
286,63.399080314976096
287,63.55465151263479
288,63.70982405933245
289,63.864600829046175
290,64.01898466057062
291,64.1729783581186
292,64.32658469190852
293,64.47980639873919
294,64.632646182552
295,64.78510671498121
296,64.93719063589224
297,65.08890055390862
298,65.24023904692767
299,65.39120866262537
300,65.54181191895057
301,65.69205130460874
302,65.84192927953588
303,65.9914482753624
304,66.14061069586755
305,66.2894189174244
306,66.43787528943582
307,66.58598213476154
308,66.73374175013647
309,66.88115640658083
310,67.02822834980168
311,67.17495980058678
312,67.32135295519032
313,67.46740998571114
314,67.61313304046358
315,67.75852424434076
316,67.90358569917105
317,68.04831948406739
318,68.19272765577001
319,68.33681224898233
320,68.48057527670055
321,68.62401873053692
322,68.76714458103675
323,68.90995477798948
324,69.0524512507339
325,69.19463590845747
326,69.33651064049027
327,69.47807731659321
328,69.61933778724102
329,69.76029388390005
330,69.90094741930073
331,70.04130018770535
332,70.18135396517057
333,70.32111050980548
334,70.46057156202477
335,70.59973884479743
336,70.73861406389088
337,70.87719890811083
338,71.0154950495368
339,71.1535041437534
340,71.29122783007764
341,71.42866773178216
342,71.56582545631446
343,71.70270259551243
344,71.83930072581607
345,71.9756214084755
346,72.11166618975535
347,72.24743660113572
348,72.38293415950962
349,72.51816036737706
350,72.65311671303581
351,72.78780467076895
352,72.92222570102918
353,73.05638125062009
354,73.19027275287448
355,73.32390162782937
356,73.45726928239854
357,73.59037711054182
358,73.72322649343181
359,73.85581879961774
360,73.98815538518672
361,74.12023759392227
362,74.25206675746031
363,74.38364419544271
364,74.51497121566806
365,74.64604911424037
366,74.77687917571518
367,74.90746267324333
368,75.0378008687125
369,75.16789501288648
370,75.29774634554217
371,75.42735609560457
372,75.55672548127949
373,75.68585571018423
374,75.81474797947625
375,75.94340347597984
376,76.07182337631072
377,76.20000884699888
378,76.32796104460942
379,76.45568111586154
380,76.58317019774569
381,76.71042941763903
382,76.83745989341907
383,76.96426273357552
384,77.09083903732063
385,77.21718989469767
386,77.34331638668792
387,77.469219585316
388,77.59490055375367
389,77.72036034642205
390,77.84560000909234
391,77.97062057898505
392,78.09542308486782
393,78.22000854715172
394,78.34437797798621
395,78.4685323813527
396,78.59247275315673
397,78.71620008131885
398,78.83971534586416
399,78.9630195190106
400,79.08611356525593
401,79.20899844146352
402,79.33167509694684
403,79.45414447355282
404,79.57640750574407
405,79.69846512067978
406,79.82031823829566
407,79.94196777138261
408,80.06341462566446
409,80.18465969987447
410,80.3057038858308
411,80.42654806851104
412,80.54719312612559
413,80.66763993019009
414,80.7878893455968
415,80.90794223068511
416,81.02779943731099
417,81.14746181091556
418,81.26693019059265
419,81.38620540915554
420,81.50528829320274
421,81.62417966318296
422,81.74288033345904
423,81.8613911123713
424,81.97971280229972
425,82.09784619972564
426,82.2157920952923
427,82.33355127386488
428,82.45112451458958
429,82.56851259095194
430,82.68571627083443
431,82.8027363165733
432,82.91957348501465
433,83.03622852756986
434,83.1527021902701
435,83.26899521382046
436,83.38510833365304
437,83.50104227997961
438,83.61679777784349
439,83.73237554717076
440,83.84777630282086
441,83.96300075463657
442,84.07804960749326
443,84.19292356134761
444,84.30762331128571
445,84.4221495475705
446,84.53650295568868
447,84.65068421639697
448,84.76469400576794
449,84.87853299523499
450,84.99220185163715
451,85.10570123726295
452,85.21903180989405
453,85.33219422284816
454,85.44518912502149
455,85.55801716093072
456,85.67067897075437
457,85.78317519037377
458,85.89550645141344
459,86.00767338128104
460,86.11967660320687
461,86.23151673628276
462,86.3431943955007
463,86.45471019179084
464,86.56606473205903
465,86.6772586192241
466,86.78829245225452
467,86.89916682620468
468,87.00988233225074
469,87.12043955772609
470,87.23083908615637
471,87.34108149729406
472,87.4511673671527
473,87.56109726804073
474,87.67087176859485
475,87.78049143381308
476,87.88995682508742
477,87.99926850023617
478,88.10842701353569
479,88.2174329157521
480,88.32628675417237
481,88.43498907263519
482,88.54354041156141
483,88.65194130798417
484,88.7601922955787
485,88.8682939046918
486,88.97624666237093
487,89.08405109239295
488,89.19170771529275
489,89.29921704839123
490,89.40657960582324
491,89.51379589856509
492,89.62086643446179
493,89.72779171825394
494,89.83457225160438
495,89.94120853312455
496,90.0477010584005
497,90.15405032001865
498,90.26025680759132
499,90.36632100778183
500,90.4722434043296
501,90.57802447807462
502,90.68366470698199
503,90.78916456616594
504,90.89452452791376
505,90.9997450617094
506,91.10482663425688
507,91.20976970950329
508,91.31457474866174
509,91.41924221023395
510,91.52377255003263
511,91.62816622120367
512,91.73242367424797
513,91.83654535704318
514,91.94053171486512
515,92.04438319040902
516,92.14810022381056
517,92.25168325266657
518,92.35513271205569
519,92.45844903455865
520,92.56163265027845
521,92.66468398686033
522,92.76760346951139
523,92.87039152102025
524,92.97304856177634
525,93.0755750097889
526,93.17797128070613
527,93.28023778783374
528,93.38237494215362
529,93.48438315234212
530,93.58626282478828
531,93.68801436361181
532,93.78963817068087
533,93.89113464562973
534,93.99250418587621
535,94.09374718663896
536,94.19486404095457
537,94.2958551396945
538,94.39672087158183
539,94.4974616232079
540,94.59807777904872
541,94.69856972148122
542,94.7989378307994
543,94.89918248523028
544,94.9993040609497
545,95.09930293209788
546,95.19917947079506
547,95.29893404715669
548,95.39856702930872
549,95.4980787834026
550,95.59746967363016
551,95.6967400622384
552,95.79589030954408
553,95.89492077394816
554,95.99383181195016
555,96.09262377816238
556,96.19129702532388
557,96.28985190431446
558,96.38828876416845
559,96.4866079520883
560,96.58480981345821
561,96.68289469185741
562,96.78086292907358
563,96.87871486511582
564,96.97645083822785
565,97.07407118490077
566,97.17157623988598
567,97.26896633620767
568,97.36624180517552
569,97.46340297639702
570,97.56045017778985
571,97.65738373559404
572,97.75420397438407
573,97.85091121708082
574,97.94750578496344
575,98.04398799768114
576,98.14035817326476
577,98.23661662813836
578,98.33276367713069
579,98.42879963348638
580,98.52472480887732
581,98.62053951341373
582,98.71624405565511
583,98.81183874262128
584,98.90732387980309
585,99.00269977117323
586,99.09796671919683
587,99.193125024842
588,99.28817498759024
589,99.38311690544683
590,99.47795107495102
591,99.57267779118631
592,99.66729734779038
593,99.76181003696516
594,99.85621614948673
595,99.95051597471503
596,100.04470980060373
597,100.13879791370975
598,100.23278059920283
599,100.32665814087503
600,100.42043082115008
601,100.51409892109272
602,100.60766272041789
603,100.70112249749984
604,100.79447852938127
605,100.88773109178226
606,100.98088045910916
607,101.07392690446345
608,101.1668706996505
609,101.25971211518821
610,101.3524514203156
611,101.44508888300146
612,101.53762476995261
613,101.63005934662245
614,101.72239287721915
615,101.814625624714
616,101.9067578508495
617,101.99878981614751
618,102.09072177991723
619,102.18255400026322
620,102.27428673409327
621,102.36592023712622
622,102.45745476389978
623,102.54889056777814
624,102.64022790095972
625,102.73146701448464
626,102.82260815824226
627,102.9136515809787
628,103.00459753030408
629,103.0954462527
630,103.18619799352669
631,103.27685299703028
632,103.36741150634987
633,103.45787376352473
634,103.54824000950124
635,103.63851048413983
636,103.72868542622201
637,103.81876507345714
638,103.90874966248921
639,103.9986394289037
640,104.08843460723412
641,104.17813543096877
642,104.26774213255725
643,104.35725494341702
644,104.44667409393986
645,104.53599981349831
646,104.62523233045204
647,104.71437187215416
648,104.80341866495748
649,104.89237293422077
650,104.98123490431492
651,105.07000479862901
652,105.15868283957649
653,105.24726924860106
654,105.33576424618278
655,105.42416805184394
656,105.51248088415493
657,105.60070296074012
658,105.68883449828363
659,105.77687571253504
660,105.8648268183152
661,105.95268802952168
662,106.04045955913466
663,106.12814161922225
664,106.21573442094618
665,106.30323817456711
666,106.39065308945034
667,106.4779793740709
668,106.5652172360191
669,106.65236688200578
670,106.73942851786765
671,106.8264023485724
672,106.91328857822397
673,107.00008741006772
674,107.08679904649551
675,107.17342368905075
676,107.2599615384335
677,107.3464127945054
678,107.43277765629468
679,107.51905632200106
680,107.60524898900064
681,107.69135585385072
682,107.77737711229466
683,107.86331295926662
684,107.9491635888963
685,108.03492919451365
686,108.12060996865354
687,108.20620610306037
688,108.29171778869274
689,108.37714521572786
690,108.4624885735663
691,108.54774805083629
692,108.63292383539827
693,108.71801611434931
694,108.80302507402752
695,108.88795090001636
696,108.97279377714908
697,109.05755388951286
698,109.14223142045324
699,109.22682655257826
700,109.31133946776268
701,109.39577034715218
702,109.48011937116748
703,109.56438671950849
704,109.64857257115835
705,109.73267710438753
706,109.8167004967578
707,109.90064292512626
708,109.98450456564933
709,110.06828559378665
710,110.151986184305
711,110.23560651128217
712,110.31914674811088
713,110.4026070675025
714,110.48598764149095
715,110.56928864143639
716,110.65251023802902
717,110.7356526012928
718,110.8187159005891
719,110.90170030462038
720,110.98460598143384
721,111.06743309842507
722,111.15018182234157
723,111.23285231928632
724,111.3154447547214
725,111.39795929347137
726,111.48039609972689
727,111.5627553370481
728,111.6450371683681
729,111.72724175599632
730,111.80936926162198
731,111.89141984631738
732,111.9733936705413
733,112.0552908941423
734,112.13711167636205
735,112.21885617583852
736,112.30052455060935
737,112.38211695811498
738,112.46363355520188
739,112.54507449812581
740,112.6264399425549
741,112.7077300435728
742,112.7889449556818
743,112.87008483280603
744,112.95114982829436
745,113.03214009492362
746,113.11305578490152
747,113.19389704986973
748,113.27466404090687
749,113.35535690853145
750,113.43597580270485
751,113.51652087283425
752,113.59699226777556
753,113.6773901358363
754,113.75771462477843
755,113.83796588182129
756,113.91814405364437
757,113.9982492863902
758,114.07828172566705
759,114.1582415165518
760,114.23812880359263
761,114.31794373081182
762,114.39768644170844
763,114.47735707926108
764,114.55695578593055
765,114.63648270366248
766,114.71593797389004
767,114.79532173753657
768,114.87463413501814
769,114.95387530624629
770,115.03304539063042
771,115.1121445270805
772,115.19117285400961
773,115.27013050933638
774,115.34901763048761
775,115.4278343544007
776,115.5065808175262
777,115.58525715583019
778,115.66386350479682
779,115.74239999943069
780,115.82086677425929
781,115.8992639633354
782,115.9775917002395
783,116.05585011808212
784,116.13403934950615
785,116.21215952668932
786,116.29021078134639
787,116.36819324473151
788,116.44610704764057
789,116.52395232041339
790,116.60172919293606
791,116.67943779464318
792,116.75707825452007
793,116.83465070110503
794,116.91215526249154
795,116.98959206633045
796,117.06696123983214
797,117.14426290976877
798,117.22149720247637
799,117.29866424385698
800,117.37576415938081
801,117.45279707408832
802,117.52976311259239
803,117.60666239908034
804,117.68349505731598
805,117.76026121064179
806,117.83696098198088
807,117.91359449383904
808,117.99016186830677
809,118.06666322706133
810,118.14309869136865
811,118.21946838208541
812,118.29577241966099
813,118.37201092413935
814,118.44818401516112
815,118.52429181196544
816,118.60033443339191
817,118.67631199788251
818,118.75222462348351
819,118.82807242784735
820,118.90385552823447
821,118.97957404151533
822,119.05522808417209
823,119.13081777230053
824,119.20634322161192
825,119.28180454743479
826,119.35720186471674
827,119.4325352880263
828,119.50780493155465
829,119.58301090911742
830,119.65815333415648
831,119.73323231974169
832,119.80824797857262
833,119.88320042298032
834,119.95808976492903
835,120.03291611601787
836,120.10767958748264
837,120.18238029019733
838,120.25701833467606
839,120.33159383107453
840,120.40610688919179
841,120.48055761847185
842,120.55494612800541
843,120.62927252653138
844,120.70353692243859
845,120.77773942376737
846,120.85188013821117
847,120.92595917311812
848,120.99997663549267
849,121.07393263199715
850,121.14782726895332
851,121.22166065234396
852,121.29543288781436
853,121.36914408067398
854,121.44279433589782
855,121.51638375812806
856,121.58991245167559
857,121.66338052052139
858,121.73678806831818
859,121.81013519839176
860,121.88342201374263
861,121.95664861704734
862,122.02981511066002
863,122.10292159661384
864,122.17596817662239
865,122.2489549520812
866,122.32188202406911
867,122.3947494933497
868,122.46755746037275
869,122.54030602527556
870,122.61299528788439
871,122.68562534771588
872,122.7581963039784
873,122.83070825557337
874,122.90316130109674
875,122.97555553884024
876,123.04789106679276
877,123.12016798264173
878,123.19238638377443
879,123.26454636727928
880,123.33664802994721
881,123.40869146827293
882,123.48067677845627
883,123.55260405640345
884,123.62447339772837
885,123.69628489775393
886,123.76803865151322
887,123.8397347537509
888,123.91137329892436
889,123.98295438120503
890,124.05447809447959
891,124.12594453235126
892,124.19735378814096
893,124.2687059548886
894,124.34000112535429
895,124.4112393920195
896,124.4824208470883
897,124.55354558248858
898,124.62461368987323
899,124.69562526062127
900,124.76658038583909
901,124.83747915636164
902,124.9083216627535
903,124.97910799531014
904,125.04983824405903
905,125.12051249876076
906,125.1911308489102
907,125.26169338373772
908,125.33220019221014
909,125.402651363032
910,125.47304698464661
911,125.54338714523719
912,125.61367193272794
913,125.68390143478516
914,125.75407573881832
915,125.82419493198117
916,125.89425910117282
917,125.96426833303879
918,126.03422271397208
919,126.10412233011427
920,126.17396726735652
921,126.24375761134064
922,126.31349344746019
923,126.38317486086142
924,126.45280193644437
925,126.52237475886389
926,126.59189341253068
927,126.66135798161221
928,126.7307685500339
929,126.80012520147994
930,126.86942801939442
931,126.93867708698231
932,127.00787248721038
933,127.07701430280825
934,127.14610261626935
935,127.21513750985191
936,127.28411906557987
937,127.35304736524397
938,127.42192249040252
939,127.49074452238254
940,127.5595135422806
941,127.6282296309638
942,127.69689286907071
943,127.76550333701228
944,127.83406111497278
945,127.90256628291078
946,127.97101892055996
947,128.0394191074301
948,128.10776692280797
949,128.1760624457583
950,128.24430575512454
951,128.31249692952986
952,128.38063604737803
953,128.44872318685427
954,128.51675842592616
955,128.58474184234453
956,128.65267351364432
957,128.72055351714536
958,128.78838192995346
959,128.856158828961
960,128.92388429084792
961,128.99155839208268
962,129.0591812089228
963,129.12675281741608
964,129.19427329340107
965,129.2617427125082
966,129.32916115016045
967,129.39652868157418
968,129.46384538176
969,129.53111132552363
970,129.59832658746652
971,129.66549124198693
972,129.73260536328047
973,129.79966902534113
974,129.86668230196184
975,129.9336452667355
976,130.00055799305565
977,130.06742055411715
978,130.1342330229172
979,130.20099547225584
980,130.26770797473705
981,130.3343706027692
982,130.40098342856598
983,130.4675465241471
984,130.53405996133915
985,130.60052381177624
986,130.66693814690075
987,130.73330303796416
988,130.7996185560277
989,130.86588477196318
990,130.93210175645362
991,130.9982695799941
992,131.06438831289233
993,131.13045802526958
994,131.19647878706115
995,131.26245066801735
996,131.32837373770397
997,131.3942480655032
998,131.46007372061416
999,131.52585077205373
1000,131.59157928865716
1001,131.6572593390788
1002,131.7228909917928
1003,131.78847431509382
1004,131.85400937709767
1005,131.91949624574195
1006,131.9849349887869
1007,132.05032567381588
1008,132.11566836823613
1009,132.18096313927944
1010,132.24621005400277
1011,132.31140917928903
1012,132.37656058184757
1013,132.44166432821498
1014,132.50672048475565
1015,132.57172911766241
1016,132.63669029295733
1017,132.70160407649215
1018,132.76647053394905
1019,132.8312897308413
1020,132.89606173251372
1021,132.9607866041436
1022,133.02546441074108
1023,133.09009521714984
1024,133.15467908804783
1025,133.21921608794767
1026,133.28370628119754
